State,Area name,"Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
NE,Brown County,8,40.8,31.5,19.8
NE,Buffalo County,7,24.9,33.4,34.7
NE,Burt County,9.6,37,35.3,18.1
NE,Butler County,7.9,37.7,34.6,19.9
NE,Cass County,5.1,29.9,37.6,27.4
NE,Cedar County,7.4,35.2,37.9,19.4
NE,Chase County,11.4,25.2,42.6,20.8
NE,Cherry County,8.7,32.7,37.4,21.2
NE,Cheyenne County,6.7,28.3,38.8,26.2
NE,Clay County,9.3,32.7,39.6,18.4
NE,Colfax County,29.8,29.6,26.1,14.5
NE,Cuming County,12.6,36.1,28,23.2
NE,Custer County,7.1,31.7,40.2,20.9
NE,Dakota County,25.4,36.4,25.6,12.5
NE,Dawes County,4.7,23.9,34.4,37
NE,Dawson County,22.1,32,30.2,15.6
NE,Deuel County,10.2,33.4,40.6,15.8
NE,Dixon County,11.4,36.2,31.8,20.5
NE,Dodge County,10.7,36.3,34.5,18.6
NE,Douglas County,10,21.3,29.8,38.9
NE,Dundy County,18.1,22.3,40.2,19.4
NE,Fillmore County,8.1,36.1,35.9,19.9
NE,Franklin County,7.3,35.5,40.6,16.6
NE,Frontier County,4.6,30.5,44.9,20
NE,Furnas County,11.4,33.2,36.4,18.9
NE,Gage County,10.3,35.2,34.3,20.2
NE,Garden County,6.8,31.3,37,24.9
NE,Garfield County,3.9,30.5,43.4,22.2
NE,Gosper County,4.3,35.1,34.2,26.4
NE,Grant County,3.2,37.1,34.5,25.2
NE,Greeley County,6.3,33.8,42.6,17.4
NE,Hall County,15.3,31,32.7,20.9
NE,Hamilton County,5.3,30.7,37.9,26
NE,Harlan County,9.9,29.1,39.6,21.4
NE,Hayes County,11.8,26.6,43.5,18.1
NE,Hitchcock County,7.3,37.5,36.6,18.6
NE,Holt County,7.3,33,38.5,21.2
NE,Hooker County,6.5,34.6,35,23.9
NE,Howard County,7.2,37.4,35,20.5
NE,Jefferson County,8.8,39.9,36,15.3
NE,Johnson County,13.8,42.2,28,16
NE,Kearney County,3.9,34.2,39.3,22.7
NE,Keith County,8.8,31.8,38.7,20.7
NE,Keya Paha County,4.7,35.6,36.8,22.9
NE,Kimball County,11.5,33.8,36.6,18.2
NE,Knox County,8.8,33.3,36.2,21.7
NE,Lancaster County,6.5,21.9,32.8,38.8
NE,Lincoln County,6.8,30,41.1,22.1
NE,Logan County,7.4,28,45,19.7
NE,Loup County,2.2,35.4,39.3,23.2
NE,McPherson County,10.9,24.9,39.3,24.9
NE,Madison County,9.9,30.7,37,22.4
NE,Merrick County,6,33,43.6,17.4
NE,Morrill County,13.4,32.9,35.6,18.1
NE,Nance County,8.5,36.5,35.1,19.8
NE,Nemaha County,7,31.4,33.5,28.1
NE,Nuckolls County,7.6,38.6,34.7,19.1
NE,Otoe County,8.5,36.4,33.4,21.8
NE,Pawnee County,11.8,40.1,30.6,17.5
NE,Perkins County,10.7,25.3,38.2,25.8
NE,Phelps County,6.3,31.9,35.8,25.9
NE,Pierce County,5.2,34.4,38.1,22.3
NE,Platte County,11.3,30.7,35.8,22.2
NE,Polk County,8,33,37.9,21.1
NE,Red Willow County,7.9,31.7,41.6,18.8
NE,Richardson County,6.8,35.7,39.3,18.2
NE,Rock County,5.1,38.9,35.1,20.9
NE,Saline County,15.7,35.2,34.7,14.3
NE,Sarpy County,4.8,21.1,34.1,40.1
NE,Saunders County,7.2,29.8,37.6,25.4
NE,Scotts Bluff County,12.5,28.9,36.3,22.4
NE,Seward County,5.9,26.9,38,29.2
NE,Sheridan County,9.6,34.3,32.5,23.6
NE,Sherman County,7,38.8,36,18.2
NE,Sioux County,6.7,31,35.7,26.6
NE,Stanton County,7,32.3,44,16.6
NE,Thayer County,7.3,35.2,37.6,19.8
NE,Thomas County,7.5,29.3,39.2,24
NE,Thurston County,12.4,32.9,38,16.7
NE,Valley County,7.5,36.3,33.4,22.8
NE,Washington County,4.3,30.9,34.5,30.3
NE,Wayne County,4.2,25.4,35.9,34.5
NE,Webster County,7.8,34.9,34.7,22.6
NE,Wheeler County,4.8,34.3,43.6,17.3
NE,York County,6.3,29.5,36.1,28.1
NV,Nevada,13.7,28.1,33.9,24.2
NV,Churchill County,9.1,32.4,41.1,17.5
NV,Clark County,14.3,28.6,33.2,23.9
NV,Douglas County,6.3,24.1,40.8,28.9
NV,Elko County,14.8,29.6,37.4,18.2
NV,Esmeralda County,12.2,42.3,29,16.5
NV,Eureka County,6.8,39,42.5,11.7
NV,Humboldt County,16.4,34.3,33,16.3
NV,Lander County,15.1,38.7,34.7,11.6
NV,Lincoln County,14.4,32.7,35.1,17.7
NV,Lyon County,12.9,32.5,40.6,14
NV,Mineral County,12.9,36.7,36,14.4
NV,Nye County,14.2,36.9,37.4,11.5
NV,Pershing County,18.3,33.7,33.2,14.8
NV,Storey County,5.2,30,36.2,28.7
NV,Washoe County,11.7,23.9,33.9,30.5
NV,White Pine County,14.1,37.9,33.1,14.9
NV,Carson City,12.7,27.5,37.5,22.3
NH,New Hampshire,7.1,27.6,28.8,36.5
NH,Belknap County,7.4,28.5,31.6,32.4
NH,Carroll County,6.2,29.9,30.3,33.6
NH,Cheshire County,7,31.3,29.1,32.6
NH,Coos County,11.4,40.1,30.5,18.1
NH,Grafton County,7.2,27,25.3,40.5
NH,Hillsborough County,8.2,26.3,28.2,37.3
NH,Merrimack County,6.3,27.8,30.3,35.6
NH,Rockingham County,5.2,25.1,29,40.7
NH,Strafford County,7.5,28,28.9,35.6
NH,Sullivan County,8.9,37.2,27,26.8
NJ,New Jersey,10.5,27.5,23.2,38.9
NJ,Atlantic County,13.1,32.1,27.4,27.4
NJ,Bergen County,7.8,23.5,20.5,48.3
NJ,Burlington County,6.4,28.3,27.8,37.5
NJ,Camden County,11.6,30.1,26.6,31.8
NJ,Cape May County,8.8,32.6,27.2,31.5
NJ,Cumberland County,22.1,38.5,24.7,14.7
NJ,Essex County,14.3,28.1,22.8,34.8
NJ,Gloucester County,7.1,33,28,31.9
NJ,Hudson County,15.8,25.7,17.6,40.9
NJ,Hunterdon County,4.9,21.2,21.9,52
NJ,Mercer County,12,24.5,21.6,42
NJ,Middlesex County,10.2,25.7,21.4,42.7
NJ,Monmouth County,6.8,24,24.2,44.9
NJ,Morris County,5.7,20.2,20.6,53.6
NJ,Ocean County,8.2,33.9,28.7,29.2
NJ,Passaic County,16.6,34.1,21.2,28.1
NJ,Salem County,12.3,37.7,29,20.9
NJ,Somerset County,5.3,20,20.2,54.5
NJ,Sussex County,5.2,31.4,28.5,34.9
NJ,Union County,13.8,28.7,22.4,35.1
NJ,Warren County,8.8,31.5,27.8,31.8
NM,New Mexico,14.7,26.4,31.7,27.1
NM,Bernalillo County,11.2,23.2,31.6,33.9
NM,Catron County,6.1,42.9,28.8,22.2
NM,Chaves County,22,27.8,32.5,17.8
NM,Cibola County,17.4,31.8,37.4,13.4
NM,Colfax County,10.8,32.8,35.9,20.5
NM,Curry County,17,27.5,35.7,19.8
NM,De Baca County,13.7,39.7,36.8,9.8
NM,Dona Ana County,20.6,22.6,29.3,27.5
NM,Eddy County,15.5,36.9,31.7,15.9
NM,Grant County,12.9,25.5,34.3,27.3
NM,Guadalupe County,20.1,42,26.2,11.6
NM,Harding County,12,32.9,30.8,24.3
NM,Hidalgo County,20.8,33.7,31.3,14.2
NM,Lea County,27.1,32.4,27.5,13
NM,Lincoln County,8.5,29.1,33.1,29.3
NM,Los Alamos County,2.2,9.9,21.5,66.5
NM,Luna County,31.4,32.1,24.3,12.2
NM,McKinley County,24.6,33.7,30.1,11.6
NM,Mora County,8.4,34.9,45.5,11.2
NM,Otero County,16.5,27.2,37.3,19
NM,Quay County,17.2,39.9,27.1,15.8
NM,Rio Arriba County,13.8,31.3,36.5,18.5
NM,Roosevelt County,19.1,29.7,26.1,25.1
NM,Sandoval County,10.3,25,34.7,30
NM,San Juan County,15.8,30.7,38.3,15.2
NM,San Miguel County,18.8,26.3,32.2,22.7
NM,Santa Fe County,11.1,22.9,25.1,40.9
NM,Sierra County,15.3,28.4,35.8,20.5
NM,Socorro County,20.9,36.4,21.5,21.2
NM,Taos County,10.9,26.3,34.8,28
NM,Torrance County,14.2,36.6,33.6,15.6
NM,Union County,20,42.1,25.2,12.7
NM,Valencia County,17,32.8,33.2,17.1
NY,New York,13.5,26.1,24.4,35.9
NY,Albany County,7.3,24.1,27.3,41.3
NY,Allegany County,10,36.7,33.1,20.2
NY,Bronx County,28,27.6,24.5,19.8
NY,Broome County,9.5,31.1,31.1,28.3
NY,Cattaraugus County,11.5,39.4,30,19.1
NY,Cayuga County,12.3,33,32.4,22.3
NY,Chautauqua County,11.1,35.9,31.3,21.7
NY,Chemung County,9.7,36,30.5,23.9
NY,Chenango County,11.8,39,30.8,18.3
NY,Clinton County,12.1,37.3,27.7,22.9
NY,Columbia County,9.6,30.5,28.6,31.3
NY,Cortland County,9.3,32.7,31.2,26.9
NY,Delaware County,11.8,37.7,28.6,21.9
NY,Dutchess County,9.5,26.2,29.1,35.2
NY,Erie County,8.6,27.7,30,33.7
NY,Essex County,8.9,32.9,30.7,27.6
NY,Franklin County,13.2,37.6,29.8,19.4
NY,Fulton County,12.6,35.7,33.9,17.8
NY,Genesee County,7.9,36.6,33.9,21.5
NY,Greene County,12.8,38.2,27,22.1
NY,Hamilton County,17.4,28.5,34.8,19.3
NY,Herkimer County,10.1,37,32,21
NY,Jefferson County,8.9,34,34.8,22.3
NY,Kings County,18.4,25.6,19.5,36.5
NY,Lewis County,10.2,46.1,27.4,16.3
NY,Livingston County,10.3,32.9,31.4,25.4
NY,Madison County,8.8,34,30.2,27
NY,Monroe County,9.7,24,28.7,37.7
NY,Montgomery County,14.2,35.2,33.2,17.5
NY,Nassau County,8.8,23,23,45.2
NY,New York County,13,12.4,13.7,60.8
NY,Niagara County,8.8,34.2,33.2,23.8
NY,Oneida County,11.4,32.9,31,24.7
NY,Onondaga County,9.3,25.3,30,35.5
NY,Ontario County,6.6,26.8,32.2,34.5
NY,Orange County,10.3,29.7,30.3,29.8
NY,Orleans County,12.9,38.8,32.4,15.9
NY,Oswego County,12.2,37.6,31.5,18.6
NY,Otsego County,8.8,32,28.3,30.9
NY,Putnam County,7,26.9,26.2,39.9
NY,Queens County,18.5,27.6,22.4,31.5
NY,Rensselaer County,8.4,29.1,32.4,30.1
NY,Richmond County,11.5,30.9,24.6,33
NY,Rockland County,12.1,22.5,24.8,40.6
NY,St. Lawrence County,11.3,36.9,28.2,23.6
NY,Saratoga County,5.9,24.5,28.2,41.4
NY,Schenectady County,9.7,29.3,29.6,31.4
NY,Schoharie County,10.4,36.9,30.4,22.3
NY,Schuyler County,10.7,36.5,30.5,22.3
NY,Seneca County,14.6,34.9,29.6,20.9
NY,Steuben County,10,37.4,29.5,23.1
NY,Suffolk County,9.6,27.9,26.9,35.6
NY,Sullivan County,13.8,33.6,29.4,23.2
NY,Tioga County,9.2,36.1,29.2,25.5
NY,Tompkins County,5.8,19.4,22.1,52.7
NY,Ulster County,9.5,29.8,28.6,32.2
NY,Warren County,8.3,31.8,29.8,30
NY,Washington County,12.3,38.2,29.1,20.4
NY,Wayne County,10.6,34.6,32.6,22.3
NY,Westchester County,12.2,19.6,20,48.2
NY,Wyoming County,10.4,40.7,32.4,16.5
NY,Yates County,13.8,34,27.8,24.4
NC,North Carolina,12.6,25.9,31,30.5
NC,Alamance County,14.5,27.6,34,24
NC,Alexander County,18.4,38.6,28.3,14.7
NC,Alleghany County,23.4,29.5,30.5,16.7
NC,Anson County,19.5,41.5,29.5,9.6
NC,Ashe County,15.8,32.3,32.9,19
NC,Avery County,17.7,29.7,32,20.6
NC,Beaufort County,12.4,33.6,34.6,19.4
NC,Bertie County,21.3,38,27.3,13.4
NC,Bladen County,19.9,33.4,31.6,15.1
NC,Brunswick County,9.6,28.6,33.1,28.6
NC,Buncombe County,9,23.4,28.4,39.2
NC,Burke County,19.1,30.5,33.8,16.6
NC,Cabarrus County,10,25.2,33.7,31.2
NC,Caldwell County,20.3,32.5,32,15.3
NC,Camden County,14.4,28.9,38.8,17.9
NC,Carteret County,8.9,25.1,37.6,28.4
NC,Caswell County,20.5,33.3,30.7,15.5
NC,Catawba County,14.8,30.6,32.7,21.9
NC,Chatham County,11.8,21.4,25.5,41.3
NC,Cherokee County,13.7,34.6,32.4,19.2
NC,Chowan County,16,34.3,30,19.8
NC,Clay County,11.5,34.2,31.5,22.8
NC,Cleveland County,16,34.7,31.9,17.4
NC,Columbus County,18.4,34.7,33.8,13.1
NC,Craven County,11.8,25.9,36.6,25.7
NC,Cumberland County,9.3,25.5,40.2,25
NC,Currituck County,10.8,27.7,38.4,23.1
NC,Dare County,6.7,23.2,37.1,33
NC,Davidson County,16.6,33,31.9,18.5
NC,Davie County,13.3,31.4,32.4,22.9
NC,Duplin County,25.8,32.5,30.6,11.1
NC,Durham County,11.6,17.3,23.6,47.5
NC,Edgecombe County,20.3,37.3,29.8,12.7
NC,Forsyth County,11.2,25.6,29.3,33.8
NC,Franklin County,15.9,29.5,33.4,21.3
NC,Gaston County,15.3,30.8,33.3,20.6
NC,Gates County,13.7,36.3,35.5,14.4
NC,Graham County,19,37.2,30.2,13.5
NC,Granville County,15.8,31.3,30.6,22.3
NC,Greene County,25.9,32.5,31.1,10.5
NC,Guilford County,10.9,23.8,30.1,35.3
NC,Halifax County,22.5,37.8,25.2,14.4
NC,Harnett County,13.7,29.9,35.7,20.7
NC,Haywood County,11.9,26.5,36.6,25
NC,Henderson County,10.1,24.3,33.8,31.8
NC,Hertford County,20.8,31.7,32.8,14.6
NC,Hoke County,14,27.8,39.8,18.4
NC,Hyde County,18.4,41.5,30.7,9.4
NC,Iredell County,11,28.1,33.4,27.5
NC,Jackson County,11.6,26.7,31.2,30.5
NC,Johnston County,13.7,29.3,35.1,21.8
NC,Jones County,18.4,30.4,38.1,13.1
NC,Lee County,16.6,27.2,35.3,20.9
NC,Lenoir County,19.6,32.1,33.7,14.5
NC,Lincoln County,14.4,31.1,33.1,21.4
NC,McDowell County,16.2,33.5,33.4,16.9
NC,Macon County,11.4,30.6,33.9,24.2
NC,Madison County,14.6,30.7,27.1,27.6
NC,Martin County,16.7,34.5,32,16.8
NC,Mecklenburg County,9.9,17.4,27.9,44.8
NC,Mitchell County,15.5,33.6,32.1,18.8
NC,Montgomery County,20.7,34.9,29.7,14.7
NC,Moore County,9.6,22,31.5,36.9
NC,Nash County,14.6,33.6,30.9,20.9
NC,New Hanover County,7.1,21.6,32.1,39.3
NC,Northampton County,20.5,39.7,27,12.8
NC,Onslow County,8.8,29.2,40.7,21.4
NC,Orange County,7.3,14.8,20.3,57.6
NC,Pamlico County,12,30.3,38.3,19.4
NC,Pasquotank County,13.5,31.6,34.4,20.5
NC,Pender County,12.5,29,32.1,26.4
NC,Perquimans County,13.5,30.8,35.4,20.4
NC,Person County,13.7,36.2,34.8,15.3
NC,Pitt County,10.6,23.6,34,31.8
NC,Polk County,9.1,26,33.2,31.7
NC,Randolph County,18.6,33.8,31.8,15.8
NC,Richmond County,19.7,34.9,31.4,13.9
NC,Robeson County,22.9,34,29.9,13.2
NC,Rockingham County,17.4,34.5,33.1,15
NC,Rowan County,14.7,32.8,33.7,18.7
NC,Rutherford County,17.4,31.9,33.4,17.3
NC,Sampson County,22.3,33.3,31.6,12.8
NC,Scotland County,20.2,34.1,30.3,15.5
NC,Stanly County,14.9,34.7,34.6,15.8
NC,Stokes County,16.5,41.1,29.1,13.3
NC,Surry County,21.7,29.3,32.3,16.8
NC,Swain County,21.7,31.1,31.2,16
NC,Transylvania County,11.4,27,30.1,31.5
NC,Tyrrell County,24.5,39.3,26.5,9.7
NC,Union County,10.2,25,30,34.8
NC,Vance County,20,37,30,12.9
NC,Wake County,7.3,15.4,25.5,51.8
NC,Warren County,19.5,34.1,30.9,15.5
NC,Washington County,20.1,35.8,32.9,11.3
NC,Watauga County,10.5,20.3,27.6,41.6
NC,Wayne County,15.9,30.5,34,19.5
NC,Wilkes County,21.4,31.5,31.6,15.5
NC,Wilson County,19.7,31.9,28.8,19.6
NC,Yadkin County,19,34.7,35.1,11.3
NC,Yancey County,15.8,32.6,31.6,20
ND,North Dakota,7.5,26.8,36.3,29.5
ND,Adams County,4.5,33.6,33.3,28.6
ND,Barnes County,8.6,28.2,36,27.2
ND,Benson County,15.5,29.8,39,15.6
ND,Billings County,11.2,32,30.5,26.3
ND,Bottineau County,8.8,29.2,38.3,23.7
ND,Bowman County,9.8,30.7,35.3,24.3
ND,Burke County,6.9,29.5,41.3,22.3
ND,Burleigh County,6,23.3,35.6,35.1
ND,Cass County,5.5,19.7,35.4,39.4
ND,Cavalier County,8.5,29.9,40.5,21.2
ND,Dickey County,9.9,28.2,35.2,26.7
ND,Divide County,5.8,36.7,39,18.4
ND,Dunn County,9.9,35,34.2,21
ND,Eddy County,10,31,34.7,24.3
ND,Emmons County,12.9,36,34.6,16.5
ND,Foster County,7.8,28.3,39.8,24.1
ND,Golden Valley County,7.7,24.8,39.4,28.1
ND,Grand Forks County,5.1,23.2,37.1,34.5
ND,Grant County,8.8,37.3,36.4,17.4
ND,Griggs County,9.6,30.6,33.8,25.9
ND,Hettinger County,13.4,35.3,36.9,14.4
ND,Kidder County,10,34.9,37.2,17.9
ND,LaMoure County,15.9,27.7,32.4,24
ND,Logan County,13.4,36.1,34.1,16.4
ND,McHenry County,10.1,34.1,35.9,19.8
ND,McIntosh County,19.9,29.7,33.6,16.8
ND,McKenzie County,8.2,28.8,36.8,26.1
ND,McLean County,8.2,34.1,37.2,20.5
ND,Mercer County,7.3,27.1,44,21.6
ND,Morton County,8.4,30.6,34.7,26.3
ND,Mountrail County,9,31.8,38.6,20.6
ND,Nelson County,8.3,30.9,38.1,22.7
ND,Oliver County,10.3,31.7,39.4,18.7
ND,Pembina County,11.4,32.8,35.4,20.4
ND,Pierce County,8.1,35.4,37.3,19.2
ND,Ramsey County,8.2,28.9,36.8,26.1
ND,Ransom County,7.3,39.1,33.9,19.7
ND,Renville County,6,33.8,42.4,17.8
ND,Richland County,9.4,27.5,41.5,21.6
ND,Rolette County,13.7,25.2,41.1,20
ND,Sargent County,8.3,36.7,37.5,17.5
ND,Sheridan County,14.4,37.4,37.2,10.9
ND,Sioux County,16,32.2,35.6,16.2
ND,Slope County,10.7,28,34.7,26.5
ND,Stark County,8.2,33,35.9,22.9
ND,Steele County,3.7,29.2,39.7,27.5
ND,Stutsman County,8.9,34.6,32.9,23.5
ND,Towner County,8,32.2,41.6,18.2
ND,Traill County,7.3,25.5,40.4,26.8
ND,Walsh County,14.1,33.9,35.2,16.8
ND,Ward County,6.6,31.1,34,28.3
ND,Wells County,15,34.2,28.7,22.1
ND,Williams County,7.9,26.4,40.8,24.8
OH,Ohio,9.9,33.3,29.1,27.8
OH,Adams County,20.8,43.6,22.6,12.9
OH,Allen County,10.4,38.5,33.2,17.8
OH,Ashland County,11.4,42.8,24.8,21.1
OH,Ashtabula County,14,44.4,27.4,14.1
OH,Athens County,10.4,34.9,25,29.7
OH,Auglaize County,6.8,43.7,30.6,18.9
OH,Belmont County,9.6,42.7,31.5,16.2
OH,Brown County,12.6,46.1,27.1,14.2
OH,Butler County,9.7,32.8,27.8,29.8
OH,Carroll County,11.3,47.9,27.2,13.6
OH,Champaign County,9.3,47.5,28.2,14.9
OH,Clark County,12.5,36.8,32.1,18.6
OH,Clermont County,9.8,33,29.2,28
OH,Clinton County,11.5,39.7,30.2,18.7
OH,Columbiana County,12.2,45.1,27.9,14.8
OH,Coshocton County,15.8,48.4,23.4,12.5
OH,Crawford County,9.7,45.8,29.7,14.8
OH,Cuyahoga County,10.7,28,29.5,31.9
OH,Darke County,9.3,48.6,27.4,14.7
OH,Defiance County,8,44,31.3,16.7
OH,Delaware County,3.3,18.8,23.5,54.4
OH,Erie County,8.1,37.8,31.4,22.7
OH,Fairfield County,7.6,33.6,31.5,27.2
OH,Fayette County,13.9,47.2,22.8,16.1
OH,Franklin County,9,24.8,26.9,39.3
OH,Fulton County,8.8,41.4,32.6,17.2
OH,Gallia County,18.2,40.7,25.8,15.3
OH,Geauga County,9.5,25.1,27.3,38.1
OH,Greene County,6.6,24.4,30,39
OH,Guernsey County,14.1,44.1,27.7,14.2
OH,Hamilton County,9,26.4,27.5,37.1
OH,Hancock County,7.7,36.2,29.4,26.7
OH,Hardin County,10.5,48.4,24.5,16.6
OH,Harrison County,14.2,48.2,27.5,10.1
OH,Henry County,6.9,43.2,31.8,18
OH,Highland County,15.8,45.4,26.2,12.6
OH,Hocking County,10.3,44.8,30.1,14.8
OH,Holmes County,42.4,33.2,15.5,8.9
OH,Huron County,11.8,46.6,28.1,13.6
OH,Jackson County,15.5,41.8,27.5,15.3
OH,Jefferson County,9.7,43.4,31.6,15.3
OH,Knox County,9.3,40,27.9,22.8
OH,Lake County,8,31.9,32.2,27.9
OH,Lawrence County,13.5,43.5,28.6,14.3
OH,Licking County,8.8,34.8,30.3,26.2
OH,Logan County,8.7,49,26.3,16
OH,Lorain County,10.3,31.5,34.1,24
OH,Lucas County,10.8,29.7,33.2,26.3
OH,Madison County,13,41.5,28.6,16.9
OH,Mahoning County,9.1,38,28.8,24.1
OH,Marion County,12.4,43.4,31.1,13.1
OH,Medina County,5.1,31.6,30,33.3
OH,Meigs County,17.2,41.8,28.2,12.8
OH,Mercer County,8.3,46.5,28.4,16.7
OH,Miami County,9.8,36.8,30.8,22.6
OH,Monroe County,11.9,52.2,24,11.9
OH,Montgomery County,9.9,28.1,34.6,27.4
OH,Morgan County,13.5,45.6,29.5,11.3
OH,Morrow County,13.4,44.5,28.6,13.5
OH,Muskingum County,12.7,42.1,29.7,15.5
OH,Noble County,14.9,49.1,25.8,10.3
OH,Ottawa County,8,35.5,34.1,22.4
OH,Paulding County,10.7,48.8,26.4,14.1
OH,Perry County,14.3,44.9,28.5,12.3
OH,Pickaway County,12.8,41,27.7,18.6
OH,Pike County,19,40.4,26.8,13.8
OH,Portage County,7.9,36.3,27.2,28.7
OH,Preble County,10.6,43.6,29.9,15.8
OH,Putnam County,6.8,42.4,30.5,20.3
OH,Richland County,13.2,39.8,29.2,17.8
OH,Ross County,13.3,42.3,27.7,16.6
OH,Sandusky County,9.8,42.3,31.9,16
OH,Scioto County,15.2,42,27.9,15
OH,Seneca County,8.8,46.1,29.9,15.2
OH,Shelby County,9.9,42.5,30.2,17.4
OH,Stark County,8.7,37.8,30.8,22.8
OH,Summit County,8.4,30.6,28.9,32.1
OH,Trumbull County,10.9,44.9,25.7,18.5
OH,Tuscarawas County,14.1,45.7,24.3,15.8
OH,Union County,7.4,34.1,25.4,33
OH,Van Wert County,9,46.1,28.7,16.2
OH,Vinton County,20.2,46.2,22.1,11.5
OH,Warren County,6.5,25.9,25.3,42.3
OH,Washington County,9.1,41.8,29.9,19.2
OH,Wayne County,14,39.4,24.7,21.9
OH,Williams County,10.5,43.4,31.1,15
OH,Wood County,5.9,31.1,29.9,33.1
OH,Wyandot County,9.1,46.2,28.9,15.7
OK,Oklahoma,12.2,31.3,31.3,25.2
OK,Adair County,19.8,45.6,23.1,11.6
OK,Alfalfa County,13.2,39.1,27.6,20.2
OK,Atoka County,17.3,40.6,27.1,15
OK,Beaver County,15.8,36,28.5,19.7
OK,Beckham County,13,38.4,31.3,17.3
OK,Blaine County,17.5,34.5,31.5,16.6
OK,Bryan County,14,32,31.2,22.8
OK,Caddo County,14.5,39.9,29.4,16.3
OK,Canadian County,7.7,29.5,36,26.8
OK,Carter County,12.6,36.4,30.4,20.6
OK,Cherokee County,14.8,31.4,28.7,25
OK,Choctaw County,18.6,39.4,29.7,12.3
OK,Cimarron County,13.6,37.1,26.6,22.6
OK,Cleveland County,8,25.6,33.9,32.5
OK,Coal County,16.6,41.7,24.2,17.6
OK,Comanche County,10.4,32.1,35,22.5
OK,Cotton County,14.2,43.4,29.3,13.2
OK,Craig County,13.4,40.1,31.7,14.8
OK,Creek County,13.2,40.5,29.9,16.3
OK,Custer County,14.1,30.6,29.7,25.5
OK,Delaware County,16.1,35.6,30.7,17.6
OK,Dewey County,7.2,39.4,28.8,24.5
OK,Ellis County,12.7,38.6,28.8,20
OK,Garfield County,11.8,36.8,29,22.4
OK,Garvin County,14.3,45.1,26,14.5
OK,Grady County,10.8,39.8,29.7,19.7
OK,Grant County,9.9,34.7,32.3,23.1
OK,Greer County,15.8,36.6,34.1,13.5
OK,Harmon County,23.1,23.5,32.1,21.3
OK,Harper County,17.8,30.8,29.3,22
OK,Haskell County,18.3,37.4,29.6,14.7
OK,Hughes County,18.4,39.2,29.5,12.9
OK,Jackson County,17.2,27.6,34.3,20.9
OK,Jefferson County,17.1,39.4,29.6,13.9
OK,Johnston County,16.1,35.6,31.2,17.2
OK,Kay County,13.4,32.7,34.8,19.1
OK,Kingfisher County,13,35.4,28,23.6
OK,Kiowa County,16.3,36.3,30,17.4
OK,Latimer County,12.2,36.2,34.3,17.2
OK,Le Flore County,17.5,40.3,27.2,15.1
OK,Lincoln County,13.7,39.2,32,15.1
OK,Logan County,9.8,32.1,30.5,27.6
OK,Love County,15.8,42.8,26.9,14.5
OK,McClain County,10.1,33.3,32.4,24.2
OK,McCurtain County,16.9,43.5,26.3,13.2
OK,McIntosh County,14.2,42.2,29.4,14.2
OK,Major County,11.7,40.4,28.5,19.4
OK,Marshall County,19.2,35.4,29.7,15.7
OK,Mayes County,13.4,39.1,33,14.6
OK,Murray County,16.5,37.4,27.6,18.5
OK,Muskogee County,14.9,36.2,29.3,19.5
OK,Noble County,10.2,39.9,28.8,21.1
OK,Nowata County,11,45.4,32.9,10.7
OK,Okfuskee County,20.8,38.6,29,11.6
OK,Oklahoma County,12.8,25.3,30.1,31.8
OK,Okmulgee County,14,35.7,36.2,14.1
OK,Osage County,12.3,38.6,31.5,17.6
OK,Ottawa County,15.1,37.3,33.6,14.1
OK,Pawnee County,11.7,43.7,28.5,16.1
OK,Payne County,8.2,26.9,28,36.9
OK,Pittsburg County,13.1,38.5,32.9,15.5
OK,Pontotoc County,11.3,33.3,27.3,28.1
OK,Pottawatomie County,12.4,35.9,33.3,18.3
OK,Pushmataha County,16.5,41.1,27.4,15
OK,Roger Mills County,10.3,37.2,34,18.5
OK,Rogers County,7.9,32.8,34.9,24.3
OK,Seminole County,15.4,34.1,36.4,14.1
OK,Sequoyah County,19.2,38.5,29,13.3
OK,Stephens County,12.6,41.1,28.9,17.4
OK,Texas County,26.8,26.1,24.9,22.3
OK,Tillman County,22.5,33.6,26.2,17.7
OK,Tulsa County,10.8,25.5,32.5,31.2
OK,Wagoner County,9.6,32.9,34.2,23.3
OK,Washington County,9.3,33.9,28.3,28.6
OK,Washita County,10.4,42.9,26.3,20.4
OK,Woods County,10.8,29.8,28.7,30.6
OK,Woodward County,11.9,40.7,27.6,19.8
OR,Oregon,9.6,23,34.5,32.9
OR,Baker County,10.4,32.9,34.4,22.3
OR,Benton County,4.6,13.9,27.9,53.6
OR,Clackamas County,6.7,21.3,35.2,36.8
OR,Clatsop County,8.4,25.1,41.9,24.6
OR,Columbia County,9.6,34.3,38.2,17.8
OR,Coos County,11.2,30.2,40.7,17.9
OR,Crook County,12.4,33,37.9,16.6
OR,Curry County,10.9,26.7,38.4,24
OR,Deschutes County,6.5,22.3,37,34.2
OR,Douglas County,10.9,32.4,39.5,17.2
OR,Gilliam County,9.7,31.2,38.9,20.2
OR,Grant County,11.2,33.3,36.6,18.8
OR,Harney County,10.2,33,39.8,17
OR,Hood River County,18.9,21.2,28.3,31.6
OR,Jackson County,10.4,26.3,36,27.4
OR,Jefferson County,14,29.6,38,18.4
