Area name,Unemployment_rate_2019,Median_Household_Income_2018
"Columbiana County, OH",4.8,"44,938"
"Coshocton County, OH",5.8,"46,420"
"Crawford County, OH",4.7,"44,715"
"Cuyahoga County, OH",4.2,"50,006"
"Darke County, OH",3.7,"53,853"
"Defiance County, OH",4.2,"56,740"
"Delaware County, OH",3.1,"103,536"
"Erie County, OH",4.9,"53,135"
"Fairfield County, OH",3.7,"67,654"
"Fayette County, OH",3.9,"47,733"
"Franklin County, OH",3.5,"60,383"
"Fulton County, OH",4.1,"62,800"
"Gallia County, OH",5.4,"43,785"
"Geauga County, OH",3.5,"84,093"
"Greene County, OH",3.7,"68,380"
"Guernsey County, OH",5.5,"44,623"
"Hamilton County, OH",3.8,"57,300"
"Hancock County, OH",3.2,"61,579"
"Hardin County, OH",4.2,"49,580"
"Harrison County, OH",5.3,"50,301"
"Henry County, OH",4.6,"57,705"
"Highland County, OH",5.2,"49,161"
"Hocking County, OH",4.6,"50,568"
"Holmes County, OH",3,"60,828"
"Huron County, OH",5.7,"55,202"
"Jackson County, OH",6.2,"44,726"
"Jefferson County, OH",5.9,"42,821"
"Knox County, OH",3.9,"56,885"
"Lake County, OH",3.7,"65,883"
"Lawrence County, OH",5.2,"43,031"
"Licking County, OH",3.7,"66,145"
"Logan County, OH",3.6,"61,699"
"Lorain County, OH",4.3,"59,265"
"Lucas County, OH",4.7,"47,865"
"Madison County, OH",3.4,"61,645"
"Mahoning County, OH",5.7,"48,010"
"Marion County, OH",4.1,"45,419"
"Medina County, OH",3.4,"76,475"
"Meigs County, OH",6.9,"44,286"
"Mercer County, OH",2.6,"62,782"
"Miami County, OH",3.7,"59,922"
"Monroe County, OH",8.3,"46,314"
"Montgomery County, OH",4.2,"51,071"
"Morgan County, OH",6.5,"40,557"
"Morrow County, OH",4.1,"60,452"
"Muskingum County, OH",4.9,"49,586"
"Noble County, OH",6.9,"48,792"
"Ottawa County, OH",5.6,"58,345"
"Paulding County, OH",3.8,"53,876"
"Perry County, OH",5.2,"51,534"
"Pickaway County, OH",4,"58,742"
"Pike County, OH",6.2,"45,163"
"Portage County, OH",4.2,"63,689"
"Preble County, OH",3.8,"53,904"
"Putnam County, OH",3.1,"64,304"
"Richland County, OH",4.5,"49,668"
"Ross County, OH",4.2,"49,385"
"Sandusky County, OH",4.3,"53,978"
"Scioto County, OH",6.3,"41,267"
"Seneca County, OH",4.1,"52,165"
"Shelby County, OH",3.5,"63,398"
"Stark County, OH",4.5,"52,310"
"Summit County, OH",4.3,"58,890"
"Trumbull County, OH",6.1,"47,424"
"Tuscarawas County, OH",4.3,"51,030"
"Union County, OH",3.2,"84,861"
"Van Wert County, OH",3.3,"54,331"
"Vinton County, OH",5.6,"43,457"
"Warren County, OH",3.5,"87,391"
"Washington County, OH",5.4,"50,904"
"Wayne County, OH",3.2,"59,142"
"Williams County, OH",3.3,"54,581"
"Wood County, OH",3.7,"64,282"
"Wyandot County, OH",3.1,"55,995"
Oklahoma,3.3,"51,914"
"Adair County, OK",4.2,"35,156"
"Alfalfa County, OK",2.1,"52,952"
"Atoka County, OK",4.3,"39,702"
"Beaver County, OK",2,"52,550"
"Beckham County, OK",3.2,"47,825"
"Blaine County, OK",2,"49,513"
"Bryan County, OK",3,"43,445"
"Caddo County, OK",3.6,"48,533"
"Canadian County, OK",2.9,"70,942"
"Carter County, OK",3.4,"48,660"
"Cherokee County, OK",4,"42,913"
"Choctaw County, OK",4.8,"35,308"
"Cimarron County, OK",1.7,"46,777"
"Cleveland County, OK",2.8,"62,343"
"Coal County, OK",3.9,"39,396"
"Comanche County, OK",3.7,"51,382"
"Cotton County, OK",3.2,"43,386"
"Craig County, OK",3.6,"43,074"
"Creek County, OK",3.7,"54,478"
"Custer County, OK",2.5,"49,577"
"Delaware County, OK",3.8,"40,287"
"Dewey County, OK",2.1,"50,728"
"Ellis County, OK",2.5,"51,867"
"Garfield County, OK",3,"52,387"
"Garvin County, OK",3.2,"47,858"
"Grady County, OK",3.1,"56,489"
"Grant County, OK",2.1,"49,073"
"Greer County, OK",4.2,"37,445"
"Harmon County, OK",2.9,"38,537"
"Harper County, OK",2.9,"55,112"
"Haskell County, OK",5.3,"37,776"
"Hughes County, OK",4.9,"37,566"
"Jackson County, OK",2.9,"47,747"
"Jefferson County, OK",3.2,"37,338"
"Johnston County, OK",4.3,"39,756"
"Kay County, OK",4.3,"45,700"
"Kingfisher County, OK",2,"59,266"
"Kiowa County, OK",3.8,"37,831"
"Latimer County, OK",6.3,"38,284"
"Le Flore County, OK",4.7,"38,709"
"Lincoln County, OK",3.5,"48,039"
"Logan County, OK",2.9,"69,114"
"Love County, OK",2.3,"48,725"
"McClain County, OK",2.7,"65,831"
"McCurtain County, OK",5.7,"37,390"
"McIntosh County, OK",5.8,"37,468"
"Major County, OK",2.1,"56,102"
"Marshall County, OK",3.5,"42,258"
"Mayes County, OK",3.1,"50,951"
"Murray County, OK",3,"50,031"
"Muskogee County, OK",3.9,"43,911"
"Noble County, OK",2.5,"54,210"
"Nowata County, OK",3.5,"45,734"
"Okfuskee County, OK",4.6,"37,545"
"Oklahoma County, OK",3.1,"52,346"
"Okmulgee County, OK",4.9,"42,354"
"Osage County, OK",3.8,"48,826"
"Ottawa County, OK",3.4,"38,194"
"Pawnee County, OK",3.9,"46,949"
"Payne County, OK",2.9,"47,748"
"Pittsburg County, OK",4.2,"42,376"
"Pontotoc County, OK",3.1,"48,450"
"Pottawatomie County, OK",3.6,"48,499"
"Pushmataha County, OK",5,"37,026"
"Roger Mills County, OK",3,"53,871"
"Rogers County, OK",3.1,"61,849"
"Seminole County, OK",4.8,"37,901"
"Sequoyah County, OK",4.1,"38,998"
"Stephens County, OK",4.3,"46,512"
"Texas County, OK",2,"51,812"
"Tillman County, OK",3.7,"41,186"
"Tulsa County, OK",3.2,"55,796"
"Wagoner County, OK",3.1,"62,889"
"Washington County, OK",3.4,"53,992"
"Washita County, OK",3.4,"47,484"
"Woods County, OK",2.1,"51,715"
"Woodward County, OK",2.9,"55,134"
Oregon,3.7,"63,168"
"Baker County, OR",4.6,"45,972"
"Benton County, OR",2.9,"63,600"
"Clackamas County, OR",3.4,"81,061"
"Clatsop County, OR",3.7,"53,806"
"Columbia County, OR",4.5,"63,338"
"Coos County, OR",4.9,"48,352"
"Crook County, OR",5.3,"51,348"
"Curry County, OR",5.2,"48,788"
"Deschutes County, OR",3.9,"67,372"
"Douglas County, OR",4.9,"47,020"
"Gilliam County, OR",3.7,"54,325"
"Grant County, OR",6.9,"46,141"
"Harney County, OR",5.3,"43,370"
"Hood River County, OR",3.2,"66,607"
"Jackson County, OR",4.4,"55,511"
"Jefferson County, OR",5.1,"50,376"
"Josephine County, OR",5,"46,578"
"Klamath County, OR",6.2,"45,374"
"Lake County, OR",5.4,"44,847"
"Lane County, OR",4.1,"53,161"
"Lincoln County, OR",4.3,"49,265"
"Linn County, OR",4.3,"54,292"
"Malheur County, OR",4.1,"42,624"
"Marion County, OR",3.9,"56,408"
"Morrow County, OR",4.1,"55,343"
"Multnomah County, OR",3.3,"70,756"
"Polk County, OR",4.1,"62,389"
"Sherman County, OR",3.4,"58,838"
"Tillamook County, OR",3.9,"52,486"
"Umatilla County, OR",4.8,"53,917"
"Union County, OR",4.8,"50,616"
"Wallowa County, OR",5.8,"48,137"
"Wasco County, OR",4.1,"52,269"
"Washington County, OR",3.1,"82,819"
"Wheeler County, OR",4.3,"39,579"
"Yamhill County, OR",3.4,"61,776"
Pennsylvania,4.4,"60,891"
"Adams County, PA",3.3,"62,877"
"Allegheny County, PA",4.1,"59,881"
"Armstrong County, PA",5.1,"49,436"
"Beaver County, PA",4.5,"54,823"
"Bedford County, PA",4.7,"50,257"
"Berks County, PA",4.3,"62,519"
"Blair County, PA",4.5,"49,244"
"Bradford County, PA",4.4,"50,978"
"Bucks County, PA",3.8,"88,538"
"Butler County, PA",3.9,"67,161"
"Cambria County, PA",5.3,"45,163"
"Cameron County, PA",6,"41,770"
"Carbon County, PA",5.4,"53,901"
"Centre County, PA",3.3,"58,258"
"Chester County, PA",3.2,"99,224"
"Clarion County, PA",4.9,"46,284"
"Clearfield County, PA",5.2,"46,706"
"Clinton County, PA",5.4,"50,999"
"Columbia County, PA",4.8,"50,774"
"Crawford County, PA",4.7,"50,805"
"Cumberland County, PA",3.4,"71,695"
"Dauphin County, PA",4,"57,979"
"Delaware County, PA",4,"71,961"
"Elk County, PA",4.9,"54,876"
"Erie County, PA",4.6,"48,453"
"Fayette County, PA",5.9,"50,381"
"Forest County, PA",6.8,"41,750"
"Franklin County, PA",3.8,"60,744"
"Fulton County, PA",4.4,"52,277"
"Greene County, PA",5.1,"50,956"
"Huntingdon County, PA",5.9,"49,019"
"Indiana County, PA",5,"47,999"
"Jefferson County, PA",4.7,"46,751"
"Juniata County, PA",4.4,"54,342"
"Lackawanna County, PA",4.9,"52,872"
"Lancaster County, PA",3.4,"66,270"
"Lawrence County, PA",5.1,"48,418"
"Lebanon County, PA",3.9,"61,087"
"Lehigh County, PA",4.5,"62,139"
"Luzerne County, PA",5.7,"53,469"
"Lycoming County, PA",4.8,"53,820"
"McKean County, PA",5.3,"46,529"
"Mercer County, PA",4.9,"48,788"
"Mifflin County, PA",4.7,"47,648"
"Monroe County, PA",5.4,"63,318"
"Montgomery County, PA",3.5,"90,155"
"Montour County, PA",3.6,"61,314"
"Northampton County, PA",4.5,"68,217"
"Northumberland County, PA",5.6,"47,243"
"Perry County, PA",3.7,"62,366"
"Philadelphia County/city, PA",5.5,"46,149"
"Pike County, PA",5.6,"62,657"
"Potter County, PA",5.9,"44,883"
"Schuylkill County, PA",5.4,"48,809"
"Snyder County, PA",5.4,"56,991"
"Somerset County, PA",5.3,"50,504"
"Sullivan County, PA",5.2,"48,998"
"Susquehanna County, PA",4.3,"52,573"
"Tioga County, PA",5.3,"48,799"
"Union County, PA",4,"55,679"
"Venango County, PA",4.9,"45,761"
"Warren County, PA",4.5,"50,554"
"Washington County, PA",4.5,"63,119"
"Wayne County, PA",4.7,"53,602"
"Westmoreland County, PA",4.5,"58,398"
"Wyoming County, PA",4.9,"57,599"
"York County, PA",3.8,"65,238"
Rhode Island,3.6,"63,787"
"Bristol County, RI",3,"80,231"
"Kent County, RI",3.2,"69,089"
"Newport County, RI",3.1,"77,760"
"Providence County, RI",3.9,"56,141"
"Washington County, RI",3.1,"86,715"
South Carolina,2.8,"52,449"
"Abbeville County, SC",3.4,"42,412"
"Aiken County, SC",2.9,"52,633"
"Allendale County, SC",5.3,"29,124"
"Anderson County, SC",2.7,"51,740"
"Bamberg County, SC",5.6,"36,230"
"Barnwell County, SC",4.3,"38,131"
"Beaufort County, SC",2.6,"65,843"
"Berkeley County, SC",2.5,"62,204"
"Calhoun County, SC",3.6,"45,385"
"Charleston County, SC",2.3,"62,958"
"Cherokee County, SC",3.1,"42,542"
"Chester County, SC",4.1,"42,116"
"Chesterfield County, SC",2.9,"39,046"
"Clarendon County, SC",3.9,"36,722"
"Colleton County, SC",3.2,"39,079"
"Darlington County, SC",3.4,"37,206"
"Dillon County, SC",4.1,"33,159"
"Dorchester County, SC",2.5,"65,468"
"Edgefield County, SC",2.8,"48,818"
"Fairfield County, SC",4.4,"39,522"
"Florence County, SC",2.9,"47,949"
"Georgetown County, SC",3.8,"46,058"
"Greenville County, SC",2.4,"61,162"
"Greenwood County, SC",3.1,"43,879"
"Hampton County, SC",2.7,"35,871"
"Horry County, SC",3.6,"49,082"
"Jasper County, SC",2.5,"43,125"
"Kershaw County, SC",3,"52,270"
"Lancaster County, SC",3.3,"58,035"
"Laurens County, SC",3,"42,099"
"Lee County, SC",4,"33,199"
"Lexington County, SC",2.3,"60,627"
"McCormick County, SC",3.1,"44,683"
"Marion County, SC",4.3,"34,365"
"Marlboro County, SC",4.8,"33,534"
"Newberry County, SC",2.7,"48,029"
"Oconee County, SC",2.8,"50,529"
"Orangeburg County, SC",4.8,"37,134"
"Pickens County, SC",2.8,"48,794"
"Richland County, SC",2.8,"52,611"
"Saluda County, SC",2.7,"46,019"
"Spartanburg County, SC",2.6,"53,567"
"Sumter County, SC",3.4,"45,181"
"Union County, SC",3.5,"40,686"
"Williamsburg County, SC",4.6,"32,814"
"York County, SC",2.8,"64,904"
South Dakota,3.3,"57,041"
"Aurora County, SD",2.8,"53,107"
"Beadle County, SD",3.2,"49,712"
"Bennett County, SD",5.4,"37,071"
"Bon Homme County, SD",3.2,"50,278"
"Brookings County, SD",3.3,"62,109"
"Brown County, SD",3.1,"60,082"
"Brule County, SD",3.1,"49,732"
"Buffalo County, SD",6.6,"25,973"
"Butte County, SD",3.4,"44,388"
"Campbell County, SD",3.6,"45,737"
"Charles Mix County, SD",3.7,"47,412"
"Clark County, SD",4,"48,517"
"Clay County, SD",3.3,"46,378"
"Codington County, SD",3.2,"55,580"
"Corson County, SD",5.8,"34,024"
"Custer County, SD",4.4,"58,806"
"Davison County, SD",2.9,"51,724"
"Day County, SD",4.6,"48,023"
"Deuel County, SD",4.8,"55,404"
"Dewey County, SD",8.3,"41,942"
"Douglas County, SD",2.8,"55,159"
"Edmunds County, SD",3,"58,977"
"Fall River County, SD",4.3,"46,782"
"Faulk County, SD",3.3,"49,068"
"Grant County, SD",3.4,"59,813"
"Gregory County, SD",3.5,"40,583"
"Haakon County, SD",2.9,"51,801"
"Hamlin County, SD",3.3,"65,776"
"Hand County, SD",2.8,"52,568"
"Hanson County, SD",4.7,"63,772"
"Harding County, SD",2.8,"55,017"
"Hughes County, SD",2.7,"70,093"
"Hutchinson County, SD",3.1,"54,434"
"Hyde County, SD",3.5,"52,496"
"Jackson County, SD",5.7,"34,122"
"Jerauld County, SD",2.8,"47,689"
"Jones County, SD",3.1,"49,609"
"Kingsbury County, SD",3,"54,609"
"Lake County, SD",3.6,"60,733"
"Lawrence County, SD",3.2,"51,774"
"Lincoln County, SD",2.6,"84,889"
"Lyman County, SD",4.8,"47,429"
"McCook County, SD",2.9,"59,913"
"McPherson County, SD",4.3,"39,850"
"Marshall County, SD",3.8,"56,862"
"Meade County, SD",3.6,"59,524"
"Mellette County, SD",5.7,"32,780"
"Miner County, SD",3.1,"50,123"
"Minnehaha County, SD",2.9,"60,033"
"Moody County, SD",3.6,"57,392"
"Oglala Lakota County, SD",9.7,"31,662"
"Pennington County, SD",3.4,"58,738"
"Perkins County, SD",3.1,"55,626"
"Potter County, SD",3.2,"54,722"
"Roberts County, SD",4.3,"44,709"
"Sanborn County, SD",3.1,"54,874"
"Spink County, SD",3.4,"50,590"
"Stanley County, SD",3,"69,991"
"Sully County, SD",2.9,"59,457"
"Todd County, SD",6.5,"31,876"
"Tripp County, SD",2.9,"45,710"
"Turner County, SD",3,"62,792"
"Union County, SD",3.4,"80,698"
"Walworth County, SD",5.5,"48,394"
"Yankton County, SD",2.9,"56,535"
"Ziebach County, SD",5.6,"32,341"
Tennessee,3.4,"52,366"
"Anderson County, TN",3.6,"50,672"
"Bedford County, TN",3.7,"49,860"
"Benton County, TN",4.5,"38,940"
"Bledsoe County, TN",5.4,"40,195"
"Blount County, TN",3.2,"57,939"
"Bradley County, TN",3.5,"50,427"
"Campbell County, TN",4.6,"39,443"
"Cannon County, TN",3.1,"51,859"
"Carroll County, TN",4.8,"42,025"
"Carter County, TN",4.1,"39,202"
"Cheatham County, TN",2.6,"63,241"
"Chester County, TN",3.4,"47,508"
"Claiborne County, TN",4.2,"37,987"
"Clay County, TN",6,"34,238"
"Cocke County, TN",4.5,"36,192"
"Coffee County, TN",3.3,"49,494"
"Crockett County, TN",3.5,"44,431"
"Cumberland County, TN",4.5,"46,527"
"Davidson County, TN",2.5,"60,799"
"Decatur County, TN",5.3,"42,905"
"DeKalb County, TN",4.3,"47,420"
"Dickson County, TN",3,"56,166"
"Dyer County, TN",4.9,"44,302"
"Fayette County, TN",3.6,"59,529"
"Fentress County, TN",4.2,"36,687"
"Franklin County, TN",3.3,"50,201"
"Gibson County, TN",4.2,"42,720"
"Giles County, TN",3.9,"48,024"
"Grainger County, TN",4,"41,829"
"Greene County, TN",4.7,"44,366"
"Grundy County, TN",4.1,"36,317"
"Hamblen County, TN",3.9,"44,040"
"Hamilton County, TN",3.2,"57,196"
"Hancock County, TN",5.9,"30,691"
"Hardeman County, TN",5,"37,834"
"Hardin County, TN",4.3,"37,690"
"Hawkins County, TN",4.1,"42,188"
"Haywood County, TN",4.9,"39,574"
"Henderson County, TN",4.3,"43,491"
"Henry County, TN",4.1,"43,159"
"Hickman County, TN",3.1,"44,684"
"Houston County, TN",4.6,"44,688"
"Humphreys County, TN",3.8,"48,056"
"Jackson County, TN",4.6,"37,563"
"Jefferson County, TN",3.7,"49,611"
"Johnson County, TN",3.5,"35,778"
"Knox County, TN",2.9,"55,874"
"Lake County, TN",5.7,"33,709"
"Lauderdale County, TN",5.4,"38,849"
"Lawrence County, TN",4.1,"43,651"
"Lewis County, TN",4,"40,541"
"Lincoln County, TN",3.6,"51,249"
"Loudon County, TN",3.4,"58,186"
"McMinn County, TN",3.8,"46,029"
"McNairy County, TN",5.2,"39,859"
"Macon County, TN",3.1,"42,265"
"Madison County, TN",3.6,"46,651"
"Marion County, TN",4.3,"50,819"
"Marshall County, TN",3.5,"51,868"
"Maury County, TN",3.2,"57,337"
"Meigs County, TN",4.6,"50,565"
"Monroe County, TN",3.7,"45,566"
"Montgomery County, TN",3.8,"56,102"
"Moore County, TN",2.9,"58,234"
"Morgan County, TN",4.1,"40,397"
"Obion County, TN",4.9,"42,532"
"Overton County, TN",3.8,"42,149"
"Perry County, TN",5,"41,960"
"Pickett County, TN",4.7,"40,182"
"Polk County, TN",4,"41,968"
"Putnam County, TN",3.5,"45,512"
"Rhea County, TN",5.7,"44,132"
"Roane County, TN",4,"54,440"
"Robertson County, TN",2.9,"66,006"
"Rutherford County, TN",2.6,"64,170"
"Scott County, TN",4.4,"35,685"
"Sequatchie County, TN",4.2,"49,707"
"Sevier County, TN",3.3,"47,202"
"Shelby County, TN",4,"47,924"
"Smith County, TN",3,"50,704"
"Stewart County, TN",4.5,"46,565"
"Sullivan County, TN",3.7,"46,024"
"Sumner County, TN",2.7,"66,171"
"Tipton County, TN",3.9,"60,874"
"Trousdale County, TN",3.1,"49,280"
"Unicoi County, TN",5,"43,688"
"Union County, TN",4,"40,322"
"Van Buren County, TN",4.5,"38,265"
"Warren County, TN",4.1,"42,475"
"Washington County, TN",3.5,"49,242"
"Wayne County, TN",4.7,"38,879"
"Weakley County, TN",4,"42,351"
"White County, TN",3.7,"42,603"
"Williamson County, TN",2.4,"115,930"
"Wilson County, TN",2.7,"76,507"
Texas,3.5,"60,632"
"Anderson County, TX",2.9,"45,969"
"Andrews County, TX",2.2,"84,946"
"Angelina County, TX",4,"46,653"
"Aransas County, TX",4.3,"46,912"
"Archer County, TX",2.8,"61,190"
"Armstrong County, TX",2.7,"57,210"
"Atascosa County, TX",3.6,"50,594"
"Austin County, TX",3.4,"59,942"
"Bailey County, TX",3.7,"45,051"
"Bandera County, TX",3.3,"53,008"
"Bastrop County, TX",3,"61,883"
"Baylor County, TX",2.3,"41,180"
"Bee County, TX",4.4,"41,806"
"Bell County, TX",3.8,"54,292"
"Bexar County, TX",3.1,"54,210"
"Blanco County, TX",2.4,"64,832"
"Borden County, TX",2.5,"66,101"
"Bosque County, TX",3.4,"48,460"
"Bowie County, TX",4.4,"47,339"
"Brazoria County, TX",4.2,"74,225"
"Brazos County, TX",2.7,"50,113"
"Brewster County, TX",2.9,"45,670"
"Briscoe County, TX",3.5,"44,409"
"Brooks County, TX",5.1,"30,116"
"Brown County, TX",3.7,"47,097"
"Burleson County, TX",3.1,"53,626"
"Burnet County, TX",2.7,"56,696"
"Caldwell County, TX",3.3,"52,588"
"Calhoun County, TX",3.2,"52,085"
"Callahan County, TX",3.1,"50,330"
"Cameron County, TX",5.5,"38,106"
"Camp County, TX",4.2,"43,714"
"Carson County, TX",2.6,"64,799"
"Cass County, TX",4.3,"44,154"
"Castro County, TX",2.8,"45,689"
"Chambers County, TX",4.5,"89,513"
"Cherokee County, TX",3.8,"43,483"
"Childress County, TX",2.7,"42,291"
"Clay County, TX",3.1,"58,356"
"Cochran County, TX",3.4,"42,873"
"Coke County, TX",3.2,"44,804"
"Coleman County, TX",4.1,"39,484"
"Collin County, TX",3.1,"96,936"
"Collingsworth County, TX",3.2,"39,536"
"Colorado County, TX",3.1,"48,258"
"Comal County, TX",3,"76,523"
"Comanche County, TX",3.2,"52,251"
"Concho County, TX",3.2,"40,987"
"Cooke County, TX",2.8,"52,047"
"Coryell County, TX",3.9,"48,099"
"Cottle County, TX",4.2,"38,304"
"Crane County, TX",4,"61,987"
"Crockett County, TX",2.9,"49,117"
"Crosby County, TX",3.9,"37,911"
"Culberson County, TX",4,"42,164"
"Dallam County, TX",1.9,"50,587"
"Dallas County, TX",3.5,"59,838"
"Dawson County, TX",3.9,"43,726"
"Deaf Smith County, TX",2.8,"44,230"
"Delta County, TX",3.4,"44,410"
"Denton County, TX",3,"88,384"
"DeWitt County, TX",2.6,"49,208"
"Dickens County, TX",4.4,"39,627"
"Dimmit County, TX",2.5,"37,177"
"Donley County, TX",3.5,"40,945"
"Duval County, TX",4.5,"35,156"
"Eastland County, TX",3.3,"44,773"
"Ector County, TX",2.6,"60,431"
"Edwards County, TX",2.3,"37,812"
"Ellis County, TX",3.1,"76,792"
"El Paso County, TX",3.8,"43,948"
"Erath County, TX",3.2,"47,087"
"Falls County, TX",3.3,"37,428"
"Fannin County, TX",2.7,"53,111"
"Fayette County, TX",2.6,"55,776"
"Fisher County, TX",2.9,"45,261"
"Floyd County, TX",4.3,"39,891"
"Foard County, TX",3.1,"37,648"
"Fort Bend County, TX",3.5,"92,310"
"Franklin County, TX",3.6,"48,222"
"Freestone County, TX",4.8,"49,317"
"Frio County, TX",2.6,"41,038"
"Gaines County, TX",2.4,"56,321"
"Galveston County, TX",4,"71,959"
"Garza County, TX",2.7,"46,490"
"Gillespie County, TX",2.4,"61,433"
"Glasscock County, TX",2.1,"83,330"
"Goliad County, TX",3.4,"55,008"
"Gonzales County, TX",2.7,"49,829"
"Gray County, TX",3.6,"49,121"
"Grayson County, TX",3.1,"51,403"
"Gregg County, TX",3.7,"50,610"
"Grimes County, TX",3.9,"49,498"
"Guadalupe County, TX",2.9,"73,864"
"Hale County, TX",4.5,"42,782"
"Hall County, TX",4.1,"32,597"
"Hamilton County, TX",3,"49,210"
"Hansford County, TX",2.3,"57,240"
"Hardeman County, TX",3,"42,469"
"Hardin County, TX",4.6,"60,909"
"Harris County, TX",3.8,"60,241"
"Harrison County, TX",4,"50,131"
"Hartley County, TX",1.6,"72,451"
"Haskell County, TX",3.3,"40,880"
"Hays County, TX",2.8,"68,180"
"Hemphill County, TX",2.7,"66,849"
"Henderson County, TX",3.5,"43,337"
"Hidalgo County, TX",6.2,"38,785"
"Hill County, TX",3.3,"48,670"
"Hockley County, TX",3,"46,764"
"Hood County, TX",3.4,"60,917"
"Hopkins County, TX",3.1,"52,079"
"Houston County, TX",3.1,"39,533"
"Howard County, TX",3.1,"50,423"
"Hudspeth County, TX",4.4,"42,671"
"Hunt County, TX",3.5,"53,360"
"Hutchinson County, TX",4.4,"54,351"
"Irion County, TX",2.4,"56,775"
"Jack County, TX",3.1,"48,780"
"Jackson County, TX",3,"54,088"
"Jasper County, TX",6.1,"47,551"
"Jeff Davis County, TX",2.9,"51,343"
"Jefferson County, TX",5.8,"48,121"
"Jim Hogg County, TX",4.8,"36,176"
"Jim Wells County, TX",4.7,"41,919"
"Johnson County, TX",3.2,"62,635"
"Jones County, TX",4.3,"43,903"
"Karnes County, TX",2.5,"48,743"
"Kaufman County, TX",3.3,"67,434"
"Kendall County, TX",2.7,"90,937"
"Kenedy County, TX",3.6,"42,153"
"Kent County, TX",2.3,"47,625"
"Kerr County, TX",3,"53,704"
"Kimble County, TX",3.1,"42,503"
"King County, TX",2.1,"57,925"
"Kinney County, TX",3.6,"43,192"
"Kleberg County, TX",4.4,"42,605"
"Knox County, TX",3.3,"39,726"
"Lamar County, TX",3.4,"45,767"
"Lamb County, TX",3.8,"42,700"
"Lampasas County, TX",3.3,"55,151"
"La Salle County, TX",2.4,"40,072"
"Lavaca County, TX",3,"51,128"
"Lee County, TX",2.6,"55,834"
"Leon County, TX",4.4,"47,065"
"Liberty County, TX",5,"52,577"
"Limestone County, TX",3.9,"43,226"
"Lipscomb County, TX",2.6,"57,332"
"Live Oak County, TX",3.1,"48,814"
"Llano County, TX",3.4,"54,019"
"Loving County, TX",0.7,"78,637"
"Lubbock County, TX",2.8,"50,377"
"Lynn County, TX",3,"43,436"
"McCulloch County, TX",5.2,"42,719"
"McLennan County, TX",3.3,"48,858"
"McMullen County, TX",1.6,"64,633"
"Madison County, TX",4.3,"45,445"
"Marion County, TX",4.3,"38,011"
"Martin County, TX",2.6,"56,484"
"Mason County, TX",3.2,"49,560"
"Matagorda County, TX",5.7,"48,830"
"Maverick County, TX",7.5,"35,594"
"Medina County, TX",3.1,"59,304"
"Menard County, TX",3.5,"35,881"
"Midland County, TX",2.1,"80,189"
"Milam County, TX",5,"46,720"
"Mills County, TX",3.3,"47,068"
"Mitchell County, TX",3.5,"48,529"
"Montague County, TX",2.8,"50,542"
"Montgomery County, TX",3.4,"77,598"
"Moore County, TX",2.3,"53,785"
"Morris County, TX",5.3,"41,418"
"Motley County, TX",3.5,"41,009"
"Nacogdoches County, TX",3.7,"45,357"
"Navarro County, TX",3.2,"46,259"
"Newton County, TX",6.3,"43,367"
"Nolan County, TX",2.9,"42,522"
"Nueces County, TX",4.1,"53,034"
"Ochiltree County, TX",2.7,"49,845"
"Oldham County, TX",2.8,"56,590"
"Orange County, TX",5.2,"56,556"
"Palo Pinto County, TX",3.1,"46,067"
"Panola County, TX",4,"51,192"
"Parker County, TX",2.9,"73,718"
"Parmer County, TX",2.2,"50,539"
"Pecos County, TX",3.3,"47,008"
"Polk County, TX",4.7,"46,017"
"Potter County, TX",2.7,"41,912"
"Presidio County, TX",6.5,"37,738"
"Rains County, TX",3,"47,572"
"Randall County, TX",2.4,"69,600"
"Reagan County, TX",2.5,"65,273"
"Real County, TX",4,"39,506"
"Red River County, TX",4.6,"42,233"
"Reeves County, TX",1.7,"45,341"
"Refugio County, TX",3.7,"44,821"
"Roberts County, TX",3.1,"67,470"
"Robertson County, TX",3.6,"44,917"
"Rockwall County, TX",3.1,"102,858"
"Runnels County, TX",2.8,"42,205"
"Rusk County, TX",3.6,"49,788"
"Sabine County, TX",6.6,"40,641"
"San Augustine County, TX",4.8,"38,826"
"San Jacinto County, TX",4.6,"47,028"
"San Patricio County, TX",5.4,"53,559"
"San Saba County, TX",2.9,"43,827"
"Schleicher County, TX",2.9,"47,317"
"Scurry County, TX",3.2,"53,059"
"Shackelford County, TX",2.2,"57,126"
"Shelby County, TX",3.9,"41,961"
"Sherman County, TX",2.3,"57,052"
"Smith County, TX",3.3,"56,848"
"Somervell County, TX",3.6,"63,929"
"Starr County, TX",9.8,"30,490"
"Stephens County, TX",3.1,"43,115"
"Sterling County, TX",3.1,"59,064"
"Stonewall County, TX",2.9,"46,915"
"Sutton County, TX",3.7,"54,774"
"Swisher County, TX",3.7,"43,084"
"Tarrant County, TX",3.3,"66,059"
"Taylor County, TX",2.9,"48,040"
"Terrell County, TX",3.4,"41,413"
"Terry County, TX",3.7,"41,268"
"Throckmorton County, TX",3.8,"42,701"
"Titus County, TX",4.2,"45,604"
"Tom Green County, TX",3,"51,393"
"Travis County, TX",2.6,"76,255"
"Trinity County, TX",4.8,"40,486"
"Tyler County, TX",5.8,"44,041"
"Upshur County, TX",3.7,"48,554"
"Upton County, TX",2.9,"53,867"
